# author : tinapotter@gmail.com (please report any problems)
# date   : 5/12/2016
# update :
# brief  : Based on https://twiki.cern.ch/twiki/bin/view/LHCPhysics/SUSYCrossSections13TeVhino
# note : for the GGMHinohyy_XX_2G15 samples, an event-level correction must be made (hh: no correction, hH: apply a 2.28E-3 event weight, HH: apply a 5.20E-6 weight)
# format : datasetID   finalState   XS   BF   filterEff   relUncertainty
393300	-1	20.4874	1	0.004941	0.035
393301	-1	16.7972	1	0.005412	0.0359233
393302	-1	6.9554	1	0.006657	0.039692
393303	-1	3.83231	1	0.006996	0.0413612
393304	-1	1.33562	1	0.008265	0.0474362
393305	-1	0.284855	1	0.010158	0.0586867
393306	-1	0.0887325	1	0.011344	0.0697517
393307	-1	0.0338387	1	0.012900	0.0802572
393308	-1	0.0146677	1	0.014074	0.0900693
393309	-1	0.00346143	1	0.015582	0.107618
393310	-1	20.4874	1	0.109360	0.035
393311	-1	16.7972	1	0.112740	0.0359233
393312	-1	6.9554	1	0.120870	0.039692
393313	-1	3.83231	1	0.126600	0.0413612
393314	-1	1.33562	1	0.132840	0.0474362
393315	-1	0.284855	1	0.147800	0.0586867
393316	-1	0.0887325	1	0.156900	0.0697517
393317	-1	0.0338387	1	0.163230	0.0802572
393318	-1	0.0146677	1	0.169020	0.0900693
393319	-1	0.00346143	1	0.183350	0.107618
393320	-1	6.9554	1	1.000000	0.039692
393321	-1	3.83231	1	1.000000	0.0413612
393322	-1	1.33562	1	1.000000	0.0474362
393323	-1	0.284855	1	1.000000	0.0586867
393324	-1	0.0887325	1	1.000000	0.0697517
393325	-1	0.0338387	1	1.000000	0.0802572
393326	-1	0.0146677	1	1.000000	0.0900693
393327	-1	0.00346143	1	1.000000	0.107618
393328	-1	6.9554	1	0.091812	0.039692
393329	-1	3.83231	1	0.100700	0.0413612
393330	-1	1.33562	1	0.114980	0.0474362
393331	-1	0.284855	1	0.134950	0.0586867
393332	-1	0.0887325	1	0.154380	0.0697517
393333	-1	0.0338387	1	0.168310	0.0802572
393334	-1	0.0146677	1	0.183360	0.0900693
393335	-1	0.00346143	1	0.204440	0.107618
393336	-1	6.9554	1	0.607430	0.039692
393337	-1	3.83231	1	0.619510	0.0413612
393338	-1	1.33562	1	0.633740	0.0474362
393339	-1	0.284855	1	0.670740	0.0586867
393340	-1	0.0887325	1	0.668190	0.0697517
393341	-1	0.0338387	1	0.683550	0.0802572
393342	-1	0.0146677	1	0.682090	0.0900693
393343	-1	0.00346143	1	0.684050	0.107618
393344	-1	6.9554	1	1.000000	0.039692
393345	-1	3.83231	1	1.000000	0.0413612
393346	-1	1.33562	1	1.000000	0.0474362
393347	-1	0.284855	1	1.000000	0.0586867
393348	-1	0.0887325	1	1.000000	0.0697517
393349	-1	0.0338387	1	1.000000	0.0802572
393350	-1	0.0146677	1	1.000000	0.0900693
393351	-1	0.00346143	1	1.000000	0.107618
393352	-1	6.9554	1	0.055144	0.039692
393353	-1	3.83231	1	0.065623	0.0413612
393354	-1	1.33562	1	0.075161	0.0474362
393355	-1	0.284855	1	0.090077	0.0586867
393356	-1	0.0887325	1	0.101610	0.0697517
393357	-1	0.0338387	1	0.111590	0.0802572
393358	-1	0.0146677	1	0.118890	0.0900693
393359	-1	0.00346143	1	0.133830	0.107618
393360	-1	6.9554	2.28E-03	0.496190	0.039692
393361	-1	3.83231	2.28E-03	0.597950	0.0413612
393362	-1	1.33562	2.28E-03	0.636820	0.0474362
393363	-1	0.284855	2.28E-03	0.660920	0.0586867
393364	-1	0.0887325	2.28E-03	0.662870	0.0697517
393365	-1	0.0338387	2.28E-03	0.681420	0.0802572
393366	-1	0.0146677	2.28E-03	0.681130	0.0900693
393367	-1	0.00346143	2.28E-03	0.685760	0.107618
